coord_lat,coord_lon,temp,feels_like,temp_min,temp_max,humidity,wind_speed,wind_deg,clouds_all,rain_1h
36,140,285.13,284.63,282.62,286.45,86,1.88,177,100,
36,140,281.29,280.11,279.29,282.6,83,2.07,272,54,
36,140,283.64,282.05,281.29,284.92,50,2.32,25,100,
36,140,285.83,284.56,284.29,287.14,54,2.57,70,75,
36,140,280.08,278.55,277.66,282.69,74,2.24,358,100,1.5
36,140,277.4,272.89,276.34,278.72,29,6.5,286,60,
36,140,278.82,274.63,277.25,281.46,38,6.69,290,20,
36,140,281.32,277.39,279.11,282.57,16,8.18,303,45,
36,140,276,271.24,274.85,277.05,31,6.17,284,0,
36,140,274.83,269.99,273.29,276.49,30,5.66,295,0,
36,140,279.69,275.4,278.12,280.51,25,7.75,295,0,
36,140,281.77,277.89,280.29,282.57,23,8.52,322,2,
36,140,276.97,272.11,275.29,277.69,29,7.1,302,0,
36,140,276.99,272.92,275.34,278.68,31,5.23,300,0,
36,140,280.98,277.28,280.9,281.49,26,7.08,277,0,
36,140,285.25,283.09,282.62,286.07,22,6.66,294,0,
36,140,278.25,274.93,277.18,278.81,33,4.37,316,0,
36,140,277.17,274.34,274.4,279.23,44,3.19,313,0,
36,140,281.47,279.61,280.44,282.18,35,3.05,311,0,
36,140,284.87,282.7,283.29,285.51,23,1.5,340,0,
36,140,279.13,278.37,276.29,280.38,37,1.38,27,0,
36,140,277.74,276.8,273.34,280.34,48,1.38,268,12,
36,140,279.46,277.89,279.11,279.82,43,2.16,344,20,
36,140,283.96,281.98,282.07,284.82,34,2.16,9,71,
36,140,278.62,277.85,277.18,280.38,55,1.34,43,68,
36,140,277.27,275.69,271.34,279.79,54,1.82,338,4,
36,140,281.11,281.11,279.29,283.29,45,1.24,298,0,
36,140,285.07,283.07,283.11,286.07,29,1.35,168,0,
36,140,280.78,280.04,274.29,283.12,45,1.55,123,15,
36,140,278.46,276.54,274.34,279.79,46,2.36,331,74,
36,140,281.63,280.19,279.29,284.22,42,2.48,352,0,
36,140,286.48,284.65,284.92,287.66,30,0.94,75,0,
36,140,282.03,281.07,278.34,285.34,47,1.96,78,7,
36,140,280.54,279.3,272.29,280.9,51,2,337,29,
36,140,281.54,280.69,279.34,283.29,43,1.76,298,10,
36,140,287.75,286.13,287.05,288.29,33,2.1,223,19,
36,140,285.78,284.33,280.96,287.56,47,0.55,339,93,
36,140,282.38,281.82,280.29,284.34,41,1.6,299,53,
36,140,286.8,285.27,284.34,288.29,40,2.52,348,2,
36,140,288.57,286.82,287,289.29,25,7.2,290,20,
36,140,279.57,277.13,277.62,280.9,26,3.35,356,100,
36,140,278.42,275.98,275.96,280.34,32,3,35,100,
36,140,278.32,276.84,275.4,279.79,40,1.88,117,100,
36,140,279.56,279.56,277.11,280.47,42,1.16,109,100,
36,140,279.25,277.95,275.29,281.45,43,1.85,339,90,
36,140,277.24,275.56,273.34,279.23,40,1.91,337,11,
36,140,280.5,280.5,280.34,281.07,34,1.04,65,0,
36,140,285.14,283.02,283.11,285.51,24,1.12,183,0,
36,140,280.85,279.22,277.18,283.68,38,2.54,123,68,0.26
36,140,279.49,279.49,276.29,280.9,64,0.91,22,100,
36,140,277.82,276.24,276.11,278.74,65,1.9,70,100,
36,140,281.77,280.15,278.34,283.12,56,2.77,95,100,
36,140,278.93,278.93,275.29,281.45,76,1.13,267,30,
36,140,278.06,276.93,272.29,279.79,49,1.55,357,59,
36,140,279.59,278.68,277.07,280.34,44,1.55,59,100,
36,140,274.84,271.37,273.29,276.34,94,3.39,10,100,
36,140,274.13,269.15,273.18,274.4,100,5.59,358,100,
36,140,275.09,270.87,273.74,276.07,93,4.63,348,100,
36,140,276.76,273.09,275.96,277.18,86,4.36,352,100,0.24
36,140,279.45,276.82,277.11,280.37,70,3.63,69,100,
36,140,277.09,275.81,275.89,277.6,68,1.56,45,100,
36,140,276.13,276.13,273.78,278.12,66,1.02,43,100,
36,140,278.63,277.74,276.51,282,40,1.43,356,6,
36,140,283.81,281.69,281.51,284.83,29,1.29,135,2,
36,140,279.62,278.12,274.34,282.56,49,2.12,102,45,
36,140,276.88,276.88,271.29,278.68,57,0.59,321,38,
36,140,279.98,278.58,277.34,282.02,48,2.07,320,100,
36,140,284.88,283,283.11,285.51,34,0.58,48,68,
36,140,279.92,278.46,274.29,282.56,52,2.13,40,100,
36,140,277.5,275.09,273.34,279.79,52,2.72,349,100,
36,140,280.54,279.38,279.29,281.07,42,1.92,21,100,
36,140,284,282.13,282.29,284.92,38,2.16,94,98,
36,140,280.11,279.25,279.29,280.94,66,1.57,85,99,
36,140,277.52,274.7,274.29,279.23,76,3.28,347,100,0.38
36,140,280.33,278.83,278.18,283.29,65,2.26,338,100,
36,140,285.74,284.1,283.29,287.18,40,1.84,212,72,
36,140,282.56,280.26,278.34,285.34,61,4.36,13,48,
36,140,279.36,276.28,275.34,281.45,42,4.41,318,4,
36,140,282.34,282.34,281.29,283.13,38,0.95,98,22,
36,140,285.71,283.62,283.34,286.58,23,1.87,131,64,
36,140,281.05,278.93,278.29,282.6,56,3.34,75,97,0.56
36,140,277.68,274.91,275.96,278.29,62,3.25,29,100,0.31
36,140,281.28,279.16,280.34,281.49,52,3.43,358,97,
36,140,286.14,284.15,283.34,286.58,25,2.59,20,17,
36,140,281.96,280.99,274.29,284.23,37,1.96,172,2,
36,140,278.69,277.64,275.34,280.34,40,1.56,326,0,
36,140,281.83,280.88,280.34,284.22,40,1.92,238,0,
36,140,290.04,288.59,288.74,290.91,31,1.57,256,0,
36,140,284.23,282.31,280.96,285.94,35,1.51,341,0,
36,140,280.62,279.81,274.29,282.56,35,1.59,345,0,
36,140,283.99,281.94,282.62,287.18,31,2.07,309,0,
36,140,291.32,289.66,290.94,291.58,18,1.82,260,15,
36,140,286.07,284.33,280.29,289.23,35,0.49,100,100,
36,140,283.13,283.13,275.29,285.34,30,1.1,340,35,
36,140,286.56,284.74,284.29,288.72,30,1.31,252,81,
36,140,292.87,292.31,291.11,293.74,54,7.14,209,56,
36,140,290.38,289.93,289.29,291.45,68,11.25,201,100,
36,140,287.16,286.18,286.29,288.34,60,7.76,304,99,0.25
36,140,283.97,281.81,282.07,286.07,27,5.47,345,100,
36,140,286.43,284.41,283.29,287.6,23,2.98,74,43,
36,140,280.76,278.05,279.85,281.49,44,4.33,78,56,
36,140,278.5,276.13,276.34,280.34,47,2.93,20,53,
36,140,282.52,281.25,280.96,284.4,50,2.47,38,70,
36,140,286.77,285.39,285.11,287.59,46,4.06,87,41,
36,140,284.13,282.85,281.29,284.82,60,2.95,72,100,
36,140,284.46,283.34,280.29,286.45,65,1.8,22,99,
36,140,286.89,285.78,286.11,287.34,56,0.69,290,52,
36,140,291.53,290.6,290.11,292.04,45,3.84,200,22,
36,140,287.28,286.42,283.29,290.34,64,3.89,172,8,
36,140,285.77,284.89,284.34,287.6,69,4.55,171,51,
36,140,290.52,290.06,289.8,291.07,67,6.48,184,100,
36,140,290.13,289.63,288.11,291.34,67,8.38,191,96,
36,140,289.96,289.76,288.69,290.9,79,10.63,195,100,
36,140,289.72,289.7,289.26,291.07,87,9.54,202,100,
36,140,292.15,291.8,290.94,294.4,65,1.9,304,83,
36,140,296.29,295.83,293.11,297.56,45,0.96,21,89,
36,140,288.28,287.6,286.29,289.27,67,6.02,79,100,
36,140,284.46,283.53,283.18,284.92,72,5.92,70,100,
36,140,281.23,278.45,279.29,282.34,75,4.74,38,100,0.44
36,140,281.67,279.62,279.89,282.14,74,3.45,19,100,
36,140,281.12,279.04,280.28,282.04,79,3.29,25,100,
36,140,279.89,277.14,278.18,280.93,75,4.01,53,100,
36,140,279.11,275.4,278.18,279.92,100,5.66,20,75,2.3
36,140,278.99,276.89,277.29,279.82,76,2.69,37,100,
36,140,277.11,274.97,275.96,278.29,89,2.34,44,100,
36,140,275.86,273.68,273.29,276.49,94,2.16,43,100,3.65
36,140,275.87,272.97,274.29,276.44,92,2.93,9,100,3.26
36,140,276.49,274.12,274.89,277.59,93,2.46,50,100,1.78
36,140,276.32,274.65,274.89,277.18,67,1.77,15,100,
36,140,274.45,271.73,272.29,275.94,61,2.44,68,98,
36,140,279.5,278.47,278.18,280.44,44,1.64,59,33,
36,140,283.77,281.72,281.29,284.36,32,1.54,57,40,
36,140,278.3,275.49,277.69,279.27,53,3.51,77,98,
36,140,277.78,276.11,275.34,279.79,58,1.98,21,93,
36,140,279.18,276.22,277.07,280.51,67,4.1,38,100,
36,140,278.91,276.44,276.51,281.07,78,3.19,31,100,3.16
36,140,278.25,274.69,277.07,279.23,88,4.84,327,100,0.69
36,140,278.47,275.03,277.62,278.81,91,4.71,332,100,1.95
36,140,283.12,281.01,282.62,284.24,42,4.23,353,10,
36,140,286.32,284.37,283.12,287.59,26,3.9,324,24,
36,140,279.5,275.96,277.29,279.92,34,5.49,313,0,
36,140,278.54,273.86,276,280.34,32,7.91,298,0,
36,140,281.4,277.78,279.85,282.55,23,7.21,329,6,
36,140,284.5,282.34,283.11,285.34,25,6.17,330,75,
36,140,279.57,275.84,278.22,279.92,35,6.03,308,0,
36,140,278.53,274.99,276.34,280.34,39,4.94,318,0,
36,140,282.43,280.89,280.96,284.24,32,2.85,326,65,
36,140,287.57,285.51,285.34,288.15,17,2.53,1,15,
36,140,281.31,280.2,279.29,283.68,35,2,53,0,
36,140,278.68,278.68,275.34,281.45,42,0.91,20,25,
36,140,281.52,280.71,279.85,282.55,35,1.72,63,100,
36,140,284.98,283.47,283.29,285.93,48,3.1,98,100,
36,140,281.14,279.7,279.29,282.14,83,2.36,340,100,3.1
36,140,280.26,277.82,278.13,281.45,93,3.6,4,100,3.11
36,140,280.94,278.38,279.34,282.05,87,4.12,280,75,
36,140,289.29,287.82,288.72,289.8,33,5.14,300,20,
36,140,283.87,282.51,281.29,285.94,58,2,290,100,
36,140,280.62,277.37,278.74,281.48,33,5.49,337,73,
36,140,279.97,276.66,278.18,281.46,20,5.23,312,100,
36,140,282.85,281.45,280.96,284.23,21,2.75,288,100,
36,140,279.94,277.2,276.29,282.01,28,4.02,305,93,
36,140,277.17,275.05,274.34,279.23,31,2.33,326,45,
36,140,281.3,280.85,279.36,284.4,20,1.36,267,39,
36,140,285.91,283.84,284.11,287,23,2.78,202,4,
36,140,282.83,279.58,279.34,285.47,31,7.33,298,2,
36,140,279.55,278.81,276.29,282.01,34,1.41,226,1,
36,140,283.63,281.62,283.12,284.83,34,2.85,343,0,
36,140,288.68,286.84,284.92,289.8,21,3.99,342,37,
36,140,282.96,281.28,280.34,285.34,43,3.28,55,100,
36,140,280.19,279.28,275.29,282.56,42,1.62,83,100,
36,140,281.58,280.03,279.92,282.14,78,2.61,96,100,
36,140,279.86,277.94,279.28,280.47,92,2.68,43,100,1.75
36,140,278.48,275.61,277.29,279.34,92,3.66,356,100,4.86
36,140,276.23,271.27,273.74,278.34,95,6.82,9,100,1.88
36,140,278.27,274.52,276.51,279.4,86,5.25,353,100,
36,140,281.55,279.41,279.33,282.6,72,3.56,17,100,
36,140,280.55,278.84,279.29,281.03,74,2.57,35,100,
36,140,278.92,276.83,277.11,279.83,60,2.67,56,100,
36,140,281.03,279.85,279.27,281.48,42,2.03,47,30,
36,140,284.11,282.04,281.29,285.91,30,3.65,89,31,
36,140,280.33,278.55,278.78,280.94,55,2.61,92,100,
36,140,276.84,274.66,274.85,277.69,93,2.33,25,100,3.65
36,140,276.37,272.79,274.33,277.59,94,4.05,9,100,1.63
36,140,282.2,280.91,281,282.62,72,2.41,62,100,
36,140,279.39,276.72,277.11,280.38,75,3.67,38,100,0.97
36,140,276.44,273.98,273.29,278.16,84,2.55,348,75,
36,140,281.31,277.26,279.29,283.29,26,8.62,311,0,
36,140,284.09,281.79,282.07,285.33,21,8.4,332,25,
36,140,277.92,273.33,277.07,278.72,29,7.11,314,18,
36,140,276.37,272.85,271.29,278.68,35,3.95,319,0,
36,140,281.38,280.33,280.34,283.13,32,1.95,317,0,
36,140,285.9,283.65,283.74,287.02,16,4.22,320,0,
36,140,279.96,277.91,275.29,282.01,33,2.88,38,25,
36,140,277.65,276.41,275.34,279.79,43,1.59,358,45,
36,140,281.33,280.29,279.85,283.69,36,1.92,17,100,
36,140,286.98,285.33,286.29,287.14,35,1.73,207,45,
36,140,284.06,282.56,280.29,285.9,52,2.53,142,100,
36,140,282.32,281.03,280.89,283.68,50,2.45,215,100,0.53
36,140,280.77,278.45,279.28,282.56,61,3.58,215,100,2.37
36,140,283.9,283.43,282.11,285.34,92,3,149,100,4.47
36,140,281.01,277.73,279.89,282.01,81,5.84,328,100,
36,140,282.15,280.03,278.29,283.68,56,3.79,308,100,
36,140,283.47,281.29,282.07,284.8,28,8.22,313,0,
36,140,286.36,284.47,285.25,287.56,28,7.2,290,20,
36,140,281.2,281.2,279.29,282.56,31,0.73,38,100,
36,140,279.06,278.02,276.34,281.45,39,1.59,321,100,
36,140,283.83,281.79,283.34,285.38,32,1.88,255,7,
36,140,288.12,286.35,287.6,289.29,26,2.98,213,4,
36,140,284.67,282.97,279.29,287.01,42,2.68,61,6,
36,140,281.52,280.69,277.34,283.68,49,1.74,285,2,
36,140,286.91,285.2,286.34,288.25,33,2.87,239,0,
36,140,289.9,288.52,288.11,292.01,34,5.23,204,1,
36,140,285.87,284.5,280.29,288.68,50,2.08,242,0,
36,140,285.02,283.05,283.71,287.01,30,7.09,297,0,
36,140,290.83,289.23,290.38,291.58,22,3.69,334,0,
36,140,292.18,290.43,288.34,294.24,11,0.36,71,0,
36,140,286.68,285.58,280.29,289.23,57,3.55,137,1,
36,140,285.64,284.98,283.69,287.01,78,3.95,182,65,
36,140,289.68,288.64,288.29,291.58,48,4.03,219,15,
36,140,293.98,292.93,291.11,295.9,31,3.98,213,36,
36,140,290.93,289.78,289.33,293.12,39,3.39,304,86,
36,140,284.97,283.17,282.62,285.51,37,4.19,353,100,
36,140,283.84,281.67,282.62,285.51,27,9.26,280,20,
36,140,285.44,283.25,283.18,286.45,20,12.61,330,0,
36,140,279.5,275.14,277.07,281.45,31,7.8,305,0,
36,140,278.49,275.36,274.34,280.34,33,4.12,328,5,
36,140,282.76,282.25,280.34,284.4,27,1.6,166,100,
36,140,285.34,283.19,284.11,285.96,22,1.54,130,75,
36,140,283.22,281.56,279.29,284.79,49,3.86,189,97,
36,140,280.51,278.75,279.4,281.49,60,2.63,256,17,
36,140,285.02,283.36,283.12,289.4,42,3.34,261,1,
36,140,285.45,284.3,282.29,286.45,60,6.42,24,39,
36,140,279.12,275.17,278.18,279.83,36,6.29,301,100,
36,140,277.77,272.93,275.96,279.23,32,7.69,298,53,
36,140,280.71,278.17,279.85,281.58,29,3.96,329,100,
36,140,283.28,281.11,282.07,284.92,29,2.06,300,75,
36,140,278.03,274.68,275.29,278.81,23,4.32,329,100,
36,140,276.65,272.58,274.92,278.12,24,5.06,329,21,
36,140,281.79,279.01,280.34,283.67,17,5.08,332,0,
36,140,285.41,283.06,283.12,286.58,14,5.51,332,11,
36,140,281.75,280.04,275.29,283.68,29,2.9,82,15,
36,140,279.63,278.71,272.29,280.9,35,1.56,55,44,
36,140,279.79,278.88,277.34,279.79,36,1.57,216,100,2.37
36,140,281.94,279.51,278.29,282.69,66,4.33,212,100,
36,140,279.23,278.27,276.29,280.38,62,1.55,343,11,
36,140,278.74,278.74,273.29,280.9,69,0.93,197,17,
36,140,284.43,283.05,283.12,285.51,55,0.85,207,100,
36,140,289.24,288.34,288.16,289.79,55,2.22,167,100,0.34
36,140,285.41,284.7,284.33,286.07,77,1.31,142,100,
36,140,284.81,284.2,283.78,285.51,83,1.54,47,100,
36,140,285.54,285.11,283.81,286.45,87,1.43,360,100,1.95
36,140,286.15,285.78,284.83,287.34,87,1.84,337,100,
36,140,285.66,285.21,284.29,286.07,86,1.18,331,100,
36,140,284.84,284.28,283.18,285.51,85,2.62,34,100,2.32
36,140,283.89,283.45,283.13,284.4,93,2.6,49,100,3.16
36,140,284.34,283.94,282.62,285.51,93,4.63,30,75,3.45
36,140,279.85,276.29,277.29,280.47,83,5.77,12,100,2.05
36,140,280.29,278.29,279.29,281.49,66,2.9,4,98,
36,140,284.97,283.49,284.12,286.07,49,1.94,20,6,
36,140,289.66,287.94,287.34,290.37,22,3.25,21,7,
36,140,284.24,282.81,279.29,287.01,54,3.47,109,35,
36,140,281.98,280.15,278.34,284.23,39,3.17,78,77,
36,140,284.85,283.49,283.72,286.34,54,2.06,40,75,
36,140,287.7,286.88,286.11,288.29,64,2.49,178,100,0.42
36,140,286.75,285.94,284.29,287.56,68,5.63,164,100,1.53
36,140,286.87,286.33,285.47,288.29,78,8.2,175,100,0.77
36,140,288.9,288.72,288.11,289.4,84,12.52,184,100,2.05
36,140,293.23,293.59,292.25,294.36,88,4.12,210,75,
36,140,288.69,288.65,287.11,289.92,90,2.13,69,0,
36,140,285.85,285.6,283.28,289.23,93,0.29,81,0,
36,140,293.89,292.91,291.51,294.92,34,3.34,311,0,
36,140,298.4,297.45,294.29,299.26,18,1.79,182,21,
36,140,290.3,289.87,287.66,292.05,69,5.26,90,100,
36,140,287.98,287.56,286.07,289.89,78,1.53,243,86,
36,140,293.77,292.83,293.12,298.34,36,1.31,288,0,
36,140,299.08,298.46,294.11,302.57,28,3.22,155,67,
36,140,290.05,289.39,288.78,290.51,61,5.41,67,99,
36,140,288.72,288.24,287.11,289.27,73,3.11,41,100,1.69
36,140,287.6,287.01,286.29,288.11,73,3.38,71,100,
36,140,291.24,290.44,289.29,292.14,51,4.63,100,20,
36,140,286.61,285.79,283.29,289.23,68,2.94,145,1,
36,140,283.84,282.19,280.34,285.9,47,2.48,273,1,
36,140,288.98,287.3,288.11,290.38,26,1.72,291,0,
36,140,292.37,291.26,290.11,293.29,35,5.43,200,48,
36,140,288.63,287.83,286.29,289.27,61,1.15,99,100,
36,140,287.84,286.98,283.34,289.79,62,1.71,34,100,
36,140,289.94,289.06,288.67,291.07,53,1.82,165,100,0.26
36,140,288.3,287.86,287.29,288.71,76,4.11,197,100,5.96
36,140,286.28,286,284.85,287.18,90,2.85,53,100,0.12
36,140,286.09,285.84,284.29,287.18,92,3.41,323,100,1.51
36,140,289.81,289.72,287.34,290.47,84,0.84,108,100,
36,140,291.32,291.23,289.92,293.29,78,1.25,220,100,0.71
36,140,290.11,290.05,287.29,290.94,84,1.29,141,100,
36,140,286.55,285.98,285.29,287.05,78,4.26,76,100,0.62
36,140,283.69,283.07,282.25,285.34,87,4.63,40,75,
36,140,285.87,284.82,285.11,286.34,62,3.21,64,100,1.94
36,140,284.68,283.79,282.62,285.51,73,2.16,22,100,
36,140,283.66,282.8,281.29,284.26,78,1.67,11,100,
36,140,286.26,285.74,283.22,287.04,81,2.66,358,100,
36,140,288.26,287.81,286.55,288.72,76,1.98,359,100,
36,140,287.09,286.84,286,288.29,88,0.34,30,100,
36,140,287.52,287.44,285.96,288.68,93,1.97,323,100,0.13
36,140,291.32,291.02,289.89,291.51,70,1.61,84,100,
36,140,296.17,296.25,291.29,296.51,66,3.22,113,99,
36,140,290.57,290.67,287.29,292.05,88,2.22,113,99,
36,140,288.98,289.2,287.29,290.51,99,1.64,79,85,
36,140,293.25,293.4,292.28,295.51,80,1.54,69,100,
36,140,294.89,294.76,292.11,295.9,63,3.03,118,100,0.44
36,140,291.68,291.89,290.29,292.6,88,1.48,57,100,
36,140,290.62,290.9,289.85,291.07,95,2.79,96,100,0.75
36,140,293.19,293.7,292.11,294.34,94,4.63,170,75,7.49
36,140,287.35,287.12,284.89,288.81,88,3.09,320,75,0.14
36,140,285.76,284.7,283.29,287.14,62,1.06,64,100,
36,140,282.28,280.18,280.4,283.68,46,3.8,4,89,
36,140,286.25,284.24,284.85,288.13,24,2.36,76,0,
36,140,289.48,287.77,287.29,291.46,23,4.5,108,0,
36,140,284.47,282.88,280.29,287.01,47,2.9,127,100,
36,140,282.94,282.94,279.4,285.34,56,1.32,70,91,
36,140,288.6,287.3,287.07,291.07,42,2.49,161,100,
36,140,292.28,291.14,289.29,292.59,34,3.91,147,92,
36,140,287.88,286.79,286.29,288.72,53,3.26,136,100,
36,140,287.89,287.12,284.29,289.23,65,2.04,107,100,
36,140,291.05,290.25,289.29,293.13,52,2.52,58,100,
36,140,291.24,291.12,289.25,293.12,77,5.66,40,75,
36,140,288.57,288.1,286.51,290.9,74,2.87,36,100,
36,140,286.23,285.63,285.34,288.12,78,1.97,8,77,
36,140,291.14,290.33,290.11,292.05,51,2.97,50,100,
36,140,294.54,293.88,292.29,296.46,44,6.09,97,97,
36,140,289.56,289.08,285.51,292.01,70,2.92,83,98,
36,140,287.83,287.55,283.29,290.34,84,1.4,98,41,
36,140,294.15,293.43,293.12,295.91,43,0.55,188,0,
36,140,297.01,296.31,292.34,299.23,33,4.49,165,0,
36,140,291.01,290.37,287.29,293.68,58,2.03,173,34,
36,140,291.85,291.26,289.29,293.81,57,2.3,205,0,
36,140,298.38,297.9,297.56,300.51,36,2.61,183,2,
36,140,299.43,299.43,297.34,300.51,32,3.81,206,9,
36,140,292.06,291.44,287.34,294.79,55,4.69,180,100,
36,140,290.4,290.03,285.34,292.01,71,4.22,175,100,
36,140,293.56,293.3,291.51,294.92,63,4.63,190,75,
36,140,295.59,295.17,293.11,298.29,49,7.86,187,100,
36,140,291.66,291.47,290.51,292.6,73,6.48,185,6,
36,140,291.94,291.65,289.29,293.68,68,5.67,197,64,
36,140,295.44,295.29,293.34,296.07,60,4.12,210,75,
36,140,299.09,299.02,296.34,299.79,49,6.49,82,43,
36,140,292.13,291.6,288.29,293.16,58,3.57,81,98,
36,140,291.18,290.4,286.29,293.68,52,2.71,56,100,
36,140,294.3,293.75,292.34,294.82,49,3.72,75,100,
36,140,292.58,292.17,291.29,293.16,61,4.9,90,100,3.92
36,140,288.76,288.54,287.11,289.36,83,5.05,15,100,4.86
36,140,288.93,288.47,286,290.34,73,2.61,355,100,
36,140,293.27,292.25,292.07,294.4,35,7.55,314,4,
36,140,296.86,295.99,295.11,297.18,27,6.64,291,8,
36,140,291.7,290.45,288.29,293.68,32,6.03,298,0,
36,140,289.4,288.15,285.34,290.9,41,3.33,284,32,
36,140,295.24,294.24,292.34,297.57,28,2.91,313,100,
36,140,299.85,299.05,295.29,300.4,20,3.81,234,100,
36,140,291.75,290.87,289.29,293.16,46,4.28,108,100,6.48
36,140,290.56,289.79,286.07,293.12,55,1.98,67,83,
36,140,294.49,293.78,292.11,294.89,42,0.98,154,100,0.12
36,140,296.42,295.87,292.29,297.56,41,3.25,177,100,
36,140,290.62,290.04,290.62,290.62,62,2.75,88,100,1.51
36,140,288.33,287.91,286.07,289.26,77,3.74,78,100,0.75
36,140,288.48,288.18,287.07,289.82,81,2.28,44,100,
36,140,292.03,291.98,290.96,292.69,77,3.15,62,100,
36,140,289.01,288.64,289.01,289.01,76,3.01,80,100,
36,140,288.93,288.57,287.66,289.36,77,2.23,62,100,
36,140,292.46,292.27,290.96,293.25,70,4.25,81,100,
36,140,292.84,292.48,291.34,293.68,62,4.79,70,100,1.37
36,140,290.08,289.58,288.78,290.47,67,4.14,83,100,
36,140,289.2,288.64,287.66,289.83,68,3.46,85,100,0.22
36,140,289.07,288.75,287.07,290.51,78,2.24,102,100,0.13
36,140,288.79,288.39,288.79,288.79,76,2.8,120,100,
36,140,287.45,287.36,287.45,287.45,93,4.54,8,100,2.44
36,140,287.71,287.55,286.51,288.29,89,3.71,314,100,
36,140,293.67,293.68,293.11,294.85,73,1.03,0,75,
36,140,300.35,299.91,300.35,300.35,35,0.4,115,26,
36,140,294.78,294.62,290.29,297.01,62,3.24,97,38,
36,140,290.88,290.85,286.29,292.56,82,1.46,45,59,
36,140,296.49,296.29,294.11,298.25,54,0.97,133,99,
36,140,300.45,299.85,300.45,300.45,32,4.88,145,92,0.67
36,140,294.21,294.23,291,295.9,71,3.09,160,99,
36,140,292.74,292.87,290.29,294.79,81,2.39,159,97,
36,140,294.35,294.51,292.11,295.34,76,3.48,185,100,
36,140,291.97,291.79,291.97,291.97,72,2.94,104,100,
36,140,292.15,292.06,292.15,292.15,75,1,31,100,
36,140,289.8,289.61,287.11,291.49,80,0.59,57,28,
36,140,298.13,297.91,298.13,298.13,47,0.88,316,0,
36,140,302.77,301.23,302.77,302.77,24,3.07,180,1,
36,140,295.03,294.97,295.03,295.03,65,3.61,181,100,
36,140,292.79,292.74,288.29,295.34,74,2.78,170,94,
36,140,298.01,297.86,297.56,299.4,50,4.09,188,100,
36,140,297.61,297.16,295.11,299.36,40,6.29,187,100,
36,140,294.14,294.2,292.11,295.34,73,4.06,162,100,
36,140,292.61,292.62,290.51,293.16,77,3.46,166,100,
36,140,294.88,295.15,292.69,295.93,78,3.6,170,75,
36,140,296.01,296.05,295.29,297.11,65,0.87,140,97,
36,140,296,296.4,291.07,297.56,79,1.22,157,26,
36,140,294.16,294.46,291.07,296.45,82,1.15,61,58,
36,140,290.64,290.66,289.4,292.05,85,5.03,78,100,3.13
36,140,288.14,287.97,287.11,288.81,87,6.43,66,100,2.73
36,140,285.67,285.12,284.29,286.34,82,6.16,53,100,4.21
36,140,284.96,284.29,283.74,285.47,80,4.46,25,100,4.21
36,140,290.89,290.08,290.34,291.49,52,3.32,28,82,
36,140,293.35,292.34,291.29,293.74,35,6.34,83,57,
36,140,287.99,287.15,287.34,289.27,62,1.99,80,5,
36,140,287.07,286.29,281.29,289.79,68,0.85,78,4,
36,140,293.52,292.66,292.56,294.89,40,2.35,223,0,
36,140,297.44,296.63,295.11,299.29,27,4.59,188,0,
36,140,292.19,291.79,288.29,294.23,63,3.3,185,0,
36,140,290.2,290,283.29,292.56,78,1.05,146,0,
36,140,296.2,295.63,295.34,299.33,41,0.27,112,0,
36,140,302.32,300.66,299.34,303.69,16,2.25,191,0,
36,140,294.82,294.5,290.29,297.56,56,3.68,183,0,
36,140,292.03,291.98,287.29,294.23,77,2.59,185,2,
36,140,299.15,299.15,298.12,299.92,35,5.4,191,10,
36,140,300.25,299.27,298.71,303.29,19,8.02,188,15,
36,140,293.33,292.87,291.34,294.8,56,7.67,182,35,
36,140,293,292.66,289.89,294.79,62,7.6,187,87,
36,140,296.63,296.23,295.29,297.34,46,9.95,193,100,
36,140,295.76,295.59,295.11,296.45,58,8.95,193,100,3.16
36,140,293.84,293.66,293.22,294.83,65,8.9,196,100,
36,140,293.68,293.54,292.29,294.27,67,8.47,192,100,3.55
36,140,293.88,293.91,292.07,295.34,73,7.84,196,100,3.35
36,140,292.53,292.56,292.04,293.29,78,8.29,186,100,0.36
36,140,293.91,294.16,292.07,294.79,81,1.78,295,100,
36,140,292.2,292.38,289.29,294.23,85,1.97,9,100,
36,140,293.39,293.58,292.29,293.74,81,2.32,80,100,
36,140,294.97,294.77,294.12,296.11,60,4.54,61,100,
36,140,286.84,286.38,284.29,288.34,81,3.39,48,100,1.54
36,140,284.55,283.83,282.62,285.37,80,3.52,21,100,1.01
36,140,285.03,284.26,284.28,286.11,76,3.09,360,75,
36,140,290.75,289.9,289.29,291.48,51,2.57,60,40,
36,140,288.07,287.24,286.51,289.27,62,0.99,145,0,
36,140,285.39,283.82,279.29,288.12,44,1.72,263,0,
36,140,293.32,291.97,292.56,295.38,22,2.91,212,0,
36,140,296.71,295.9,294.11,298.68,30,6.28,188,3,
36,140,292.53,292.25,289.29,294.23,66,4.32,172,21,
36,140,291.01,290.6,287.34,292.56,67,3.6,187,8,
36,140,296.19,295.44,295.9,297.11,34,6.42,191,12,
36,140,297.62,297.19,295.11,300.51,41,8.19,184,9,
36,140,293.08,292.75,291,294.79,62,7.95,181,60,
36,140,292.15,291.72,288.29,294.23,62,6.35,189,84,
36,140,296.77,296.39,293.29,297.56,46,9.13,194,100,
36,140,296.52,296.4,295.93,297.56,57,9.85,188,100,
